Time,Time Code,Country Name,Country Code,"Access to clean fuels and technologies for cooking, rural (% of rural population) [EG.CFT.ACCS.RU.ZS]","Access to clean fuels and technologies for cooking, urban (% of urban population) [EG.CFT.ACCS.UR.ZS]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]","People using safely managed drinking water services, rural (% of rural population) [SH.H2O.SMDW.RU.ZS]","People using safely managed sanitation services, rural (% of rural population) [SH.STA.SMSS.RU.ZS]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population [SP.RUR.TOTL],Rural population growth (annual %) [SP.RUR.TOTL.ZG],"People using safely managed drinking water services, urban (% of urban population) [SH.H2O.SMDW.UR.ZS]","People using safely managed sanitation services, urban (% of urban population) [SH.STA.SMSS.UR.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Urban population growth (annual %) [SP.URB.GROW],Urban population [SP.URB.TOTL],"Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]"
2020,YR2020,El Salvador,SLV,80.3,96.85,100,99.0948486328125,..,..,26.556,1671098,-2.39535526200043,77.44863271,17.05736426,73.444,1.15397614072029,4621633,89.9845275878906,98.5201568603516,4.07082843780518,13.0928897857666
2020,YR2020,Equatorial Guinea,GNQ,4.1,31.3,1.84124221458616,90.5388336181641,..,..,26.9,429337,0.989184703802327,..,..,73.1,3.38143076402277,1166712,..,..,..,..
2020,YR2020,Eritrea,ERI,0.900000000000001,23.8,34.1213426059785,75.8920974731445,..,..,58.653,2085623,0.540577979598434,..,..,41.347,3.16510015738516,1470245,..,..,..,..
2020,YR2020,Estonia,EST,100,100,100,100,..,..,30.771,409107,-0.379375620458648,..,..,69.229,0.455068187892435,920415,..,..,6.57999992370605,14.3500003814697
2020,YR2020,Eswatini,SWZ,42.4,89.9,76.0733933832172,92.2910537719727,..,..,75.829,895279,0.689419438841423,88.72120305,..,24.171,1.72873614079781,285376,89.2799987792969,95.8899993896484,5.34233999252319,15.8900003433228
2020,YR2020,Ethiopia,ETH,0.4,25,39.4096669643002,93.5001449584961,5.245544859,4.120076053,78.305,91766343,2.05643625275659,39.04077198,15.91633786,21.695,4.84506762097121,25424568,..,..,..,..
2020,YR2020,Faroe Islands,FRO,..,..,100,100,..,..,57.602,30192,1.10906866941581,..,..,42.398,1.82091533664246,22223,..,..,..,14.3579368591309
2020,YR2020,Fiji,FJI,25.6,67.7,96.9000109964503,97.2958908081055,..,..,42.753,393508,-0.942916448576566,..,..,57.247,1.0847862837335,526914,..,..,5.67535305023193,16.3917503356934
2020,YR2020,Finland,FIN,100,100,100,100,..,..,14.483,800844,-0.345412722302657,..,..,85.517,0.226703842004207,4728699,..,..,5.88000011444092,10.2299995422363
2020,YR2020,France,FRA,100,100,100,100,..,..,19.025,12855403,-1.11712443918352,99.64342342,..,80.975,0.600387384615401,54715704,..,..,5.5,..
2020,YR2020,French Polynesia,PYF,..,..,100,100,..,..,38.025,114805,0.527498319298946,..,..,61.975,0.858226940089845,187115,..,..,..,..
2020,YR2020,Gabon,GAB,49.1,94.6,24.6841732902593,98.3629302978516,..,..,9.908,227148,-1.28557108580706,..,..,90.092,2.58599058105507,2065425,..,..,3.18161010742188,15.025520324707
2020,YR2020,"Gambia, The",GMB,0.2,2.5,30.9950785682693,80.9118499755859,7.616556468,24.19427346,37.418,963137,0.837228934935897,66.89672526,31.82088629,62.582,3.60788588884481,1610858,..,..,2.76372003555298,13.7683811187744
2020,YR2020,Georgia,GEO,78.9,97.2,100,99.953254699707,40.31744526,44.48195464,40.547,1509450,-0.947171275453113,84.11247688,27.5555981,59.453,0.767418223605685,2213266,..,..,3.85008001327515,11.1701898574829
2020,YR2020,Germany,DEU,100,100,100,100,..,91.62605131,22.547,18750282,-0.259233129793983,..,98.72630227,77.453,0.181157523178267,64410589,..,..,4.65999984741211,9.18000030517578
2020,YR2020,Ghana,GHA,11.1,44.2,73.0797837919943,94.6333999633789,16.07846245,14.98328067,42.651,13725263,0.572246226686589,60.2500918,12.0913746,57.349,3.19204250092223,18455138,80.379997253418,93.4800033569336,..,..
2020,YR2020,Gibraltar,GIB,..,..,100,100,..,..,0,0,..,100,..,100,0.0734012327661469,32709,..,..,..,..
2020,YR2020,Greece,GRC,100,100,100,100,..,..,20.285,2170211,-1.81373479771185,..,97.29628056,79.715,0.196455024141376,8528388,..,..,4.44000005722046,7.46000003814697
2020,YR2020,Greenland,GRL,..,..,100,100,..,..,12.718,7169,-1.53646873378594,..,..,87.282,0.515575355211467,49198,..,..,..,16.2472476959229
2020,YR2020,Grenada,GRD,87.8,94.4,..,..,..,..,63.463,78480,0.540448621856959,..,..,36.537,1.14859359562981,45183,..,..,..,..
2020,YR2020,Guam,GUM,..,..,100,100,..,..,5.062,8566,-1.19525646933241,..,..,94.938,0.442892620907426,160665,..,..,..,..
2020,YR2020,Guatemala,GTM,11.9,72.4,95.8087667855816,97.4267578125,45.53045796,..,48.164,8119648,0.699106193921193,65.40779934,..,51.836,2.28880632653613,8738685,..,..,3.29972004890442,21.141170501709
2020,YR2020,Guinea,GIN,0.1,2.2,19.3249951711868,88.2617492675781,..,..,63.125,8335753,1.91995355590985,..,..,36.875,3.53439642480521,4869400,..,..,2.19947004318237,14.290060043335
2020,YR2020,Guinea-Bissau,GNB,0.1,2,15.1368265665789,56.4022216796875,11.18122132,4.204283684,55.804,1124913,1.52844992335258,40.92509872,22.2127664,44.196,3.22898253093823,890915,..,..,2.70843005180359,8.00979328155518
2020,YR2020,Guyana,GUY,79.9,84.85,90.5213515065472,97.1575775146484,..,..,73.214,583663,-0.326880128082807,..,..,26.786,0.168729739738744,213539,..,..,..,..
2020,YR2020,Haiti,HTI,1.3,6.6,..,80.885498046875,..,..,42.912,4851974,-0.763589980754575,..,..,57.088,2.88488586699456,6454827,..,..,1.37101435661316,11.6380405426025
2020,YR2020,Honduras,HND,22.5,72.6,83.4002529900187,100,18.71482044,70.6355413,41.641,4214803,0.123593387367522,..,34.71915429,58.359,2.70650360040474,5906960,..,..,6.43843984603882,24.2547702789307
2020,YR2020,"Hong Kong SAR, China",HKG,..,..,100,100,..,..,0,0,..,100,85.92190859,100,-0.358932661902885,7481000,..,..,4.4063401222229,20.6210594177246
2020,YR2020,Hungary,HUN,100,100,100,100,89,80.68586975,28.058,2735697,-1.27155524382592,93.98806333,90.54745113,71.942,0.200015935521489,7014452,..,..,4.76000022888184,9.18000030517578
2020,YR2020,Iceland,ISL,100,100,100,100,..,..,6.102,22362,0.920961607203751,..,..,93.898,1.66888608598117,344101,..,..,7.71999979019165,15.2799997329712
2020,YR2020,India,IND,51.4,92,95.1582198726589,99,56.07462388,50.52028956,65.074,908684959,0.259976035283438,..,37.31914553,34.926,2.26363455707273,487702168,..,..,4.47422981262207,16.5401592254639
2020,YR2020,Indonesia,IDN,74.7,93.3,93.4882354187762,99.6,..,..,43.359,117874897,-0.66123019904242,..,..,56.641,2.00532025898625,153983073,95.9990081787109,99.7795104980469,3.49000000953674,19.1527996063232
2020,YR2020,"Iran, Islamic Rep.",IRN,92.6,98.8,100,100,87.17574619,..,24.126,21059632,-1.14703472423358,96.14867439,..,75.874,1.4737918949687,66230561,..,..,3.59243011474609,23.1399402618408
2020,YR2020,Iraq,IRQ,98.5,99.5,100,100,47.64346468,44.39321181,29.107,12387061,1.62617265197731,64.6,42.25493,70.893,2.66584655966464,30169923,..,..,..,..
2020,YR2020,Ireland,IRL,100,100,100,100,..,72.95218988,36.347,1812037,0.34911150321913,..,88.57878967,63.653,1.41948630978966,3173345,..,..,3.09999990463257,11.3299999237061
2020,YR2020,Isle of Man,IMN,..,..,100,100,..,..,47.102,39587,-0.211966063869205,..,..,52.898,0.444089502512322,44459,..,..,..,..
2020,YR2020,Israel,ISR,100,100,100,100,99.09116452,92.71273153,7.413,683115,0.6102477394804,99.339478,95.14244206,92.587,1.85660692988223,8531985,..,..,7.07000017166138,15.6000003814697
2020,YR2020,Italy,ITA,100,100,100,100,..,94.29247257,28.961,17214086,-1.52789091401091,..,96.39121066,71.039,-0.0596580808105052,42224765,..,..,4.26999998092651,7.46999979019165
2020,YR2020,Jamaica,JAM,85.4,85.7,99.334748216567,100,..,..,43.689,1232220,-0.506901553360882,..,..,56.311,0.817135661019578,1588216,..,..,5.61749982833862,..
2020,YR2020,Japan,JPN,100,100,100,100,..,..,8.218,10376129,-1.31115557603189,..,..,91.782,-0.202631222664941,115884871,..,..,3.42000007629395,7.30999994277954
2020,YR2020,Jordan,JOR,99.4,99.9,98.8347706532553,100,..,..,8.58199999999999,937903,-0.346981241825131,..,84.44702856,91.418,2.36282014143186,9990818,..,..,3.67000007629395,12.3699998855591
2020,YR2020,Kazakhstan,KAZ,89.3,97.9,100,100,..,..,42.329,7939086,0.9896288308931,..,91.01473654,57.671,1.52604715065736,10816580,99.8000030517578,99.9000015258789,4.44620370864868,18.5968742370605
2020,YR2020,Kenya,KEN,7.1,47.7,62.6979638519941,94.113395690918,..,29.47861186,72.005,37432361,1.33425501311879,57.70477471,..,27.995,3.76824236257626,14553419,..,..,5.07996988296509,..
2020,YR2020,Kiribati,KIR,1.6,18.6,94.3114367448246,88.4355010986328,6.652533137,27.39876277,44.406,56157,0.0783824748423209,21.10602779,26.07841033,55.594,3.14688549699749,70306,..,..,..,20.1776103973389
2020,YR2020,"Korea, Dem. People's Rep.",PRK,0.900000000000001,18.3,..,..,48.8323157,1.22791079,37.619,9731082,-0.220420948039129,76.96360517,..,62.381,0.830757908571868,16136385,..,..,..,..
2020,YR2020,"Korea, Rep.",KOR,100,100,100,100,..,..,18.586,9634283,0.223993326888109,..,..,81.414,0.118218402592122,42201956,..,..,..,..
2020,YR2020,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,YR2020,Kuwait,KWT,100,100,100,100,..,..,0,0,..,..,..,100,-1.83282064689651,4360444,96.4575424194336,99.3033218383789,6.55125999450684,11.912670135498
2020,YR2020,Kyrgyz Republic,KGZ,67.9,94.9,99.8791250545491,99.8411254882813,57.3888519,96.45762958,63.144,4154812,1.4790615268107,91.84967,85.63430133,36.856,2.61948405362361,2425088,..,..,6.21486473083496,20.690954208374
2020,YR2020,Lao PDR,LAO,2.2,20.1,98.9541864880003,99.9384155273438,12.38135909,60.26627846,63.71,4663189,0.470138668005659,26.98743686,63.33871508,36.29,3.27080555228933,2656210,..,..,2.29976010322571,10.9106092453003
2020,YR2020,Latvia,LVA,100,100,100,100,..,..,31.685,602157,-0.994281658450493,..,..,68.315,-0.564991479672492,1298292,..,..,5.96999979019165,13.7600002288818
2020,YR2020,Lebanon,LBN,..,..,99.8471366233198,100,..,..,11.075,627169,-3.57593980137421,..,..,88.925,-1.89136685837283,5035754,..,..,1.69000005722046,9.89828968048096
2020,YR2020,Lesotho,LSO,20.6,81.5,35.2109318275758,77.5358734130859,8.934991665,50.96680456,70.972,1599780,0.645605539740393,77.73553661,39.4430472,29.028,2.80568283118098,654320,..,..,7.66936016082764,13.7912197113037
2020,YR2020,Liberia,LBR,0.1,0.5,8.1403337848246,45.4215507507324,..,..,47.911,2437512,1.04668432190049,..,..,52.089,2.94532597356756,2650072,..,..,2.30928993225098,13.713475227356
2020,YR2020,Libya,LBY,..,..,..,100,..,..,19.309,1284810,-0.248055658672783,..,..,80.691,1.65343089803982,5369132,..,..,..,..
2020,YR2020,Liechtenstein,LIE,..,..,100,100,..,..,85.584,33169,0.656374764688292,..,..,14.416,1.02546549427683,5587,..,..,..,..
2020,YR2020,Lithuania,LTU,100,100,100,100,..,86.22330456,31.954,893078,-0.569100373491981,99.32429899,97.55941515,68.046,0.307812540206833,1901807,..,..,..,12.0299997329712
2020,YR2020,Luxembourg,LUX,100,100,100,100,96.5247381,89.34414785,8.547,53882,-0.988013466582124,99.73333333,97.47936485,91.453,1.91806924095046,576537,..,..,4.96999979019165,10.5500001907349
2020,YR2020,"Macao SAR, China",MAC,..,..,100,100,..,..,0,0,..,100,66.56411519,100,1.88522049742858,676283,..,..,6.30000019073486,12.3000001907349
2020,YR2020,Madagascar,MDG,0.5,3.4,6.67260487661254,72.4,9.47158174,7.955542389,61.466,17348887,1.39345851670093,38.19373566,14.24476876,38.534,4.24436528898325,10876290,..,..,3.09571003913879,15.3369598388672
2020,YR2020,Malawi,MWI,0.5,6.8,3.4590108161631,49.6,..,23.62052286,82.573,16000221,2.3598443720492,..,27.00842627,17.427,4.12818495888563,3376840,..,..,2.90761995315552,11.4976501464844
2020,YR2020,Malaysia,MYS,91,98,100,100,..,..,22.84,7582878,-1.19248522664929,..,..,77.16,1.9191327677536,25617115,..,..,3.91697001457214,15.4426202774048
2020,YR2020,Maldives,MDV,99.3,99.8,100,100,..,..,59.331,305221,1.22528213050591,..,..,40.669,3.01463075583261,209217,..,..,5.80046701431274,10.5050401687622
2020,YR2020,Mali,MLI,0.3,1.8,16.7807755884902,93.9022979736328,..,27.99107528,56.091,11904776,1.77389318271929,..,9.620280021,43.909,4.9187463291942,9319264,30.7614097595215,46.157341003418,3.76343011856079,14.4661197662354
2020,YR2020,Malta,MLT,100,100,100,100,..,..,5.256,27086,0.964542275328099,..,..,94.744,2.28082497535478,488246,..,..,5.86999988555908,12.789999961853
2020,YR2020,Marshall Islands,MHL,1,86.9,100,95.7354202270508,..,..,22.206,9640,-4.67133202245929,..,..,77.794,-2.49720578752511,33773,..,..,13.6250038146973,16.1667194366455
2020,YR2020,Mauritania,MRT,19.5,73.2,..,87.5,..,..,44.673,2009661,0.765087691756019,..,..,55.327,4.07718908380149,2488943,..,..,1.88116002082825,9.72708988189697
2020,YR2020,Mauritius,MUS,98.6,99.3,99.525642491437,99.3744583129883,..,..,59.24,749987,0.0124009838272699,..,..,40.76,-0.0124016827692205,516027,..,..,4.60817003250122,16.1178798675537
2020,YR2020,Mexico,MEX,57.7,91.3,97.7241268518923,99.8,..,..,19.269,24278613,-0.751209475255459,..,59.65138227,80.731,1.08337822735758,101719689,95.2478485107422,99.0824127197266,..,..
2020,YR2020,"Micronesia, Fed. Sts.",FSM,3.7,34.1,77.5377691144784,96.3607940673828,..,..,77.067,86397,0.494292290161655,..,..,22.933,1.17770400851775,25709,..,..,..,..
2020,YR2020,Moldova,MDA,96.8,99,100,100,..,..,57.151,1506003,-1.31305213017426,..,78.93834993,42.849,-0.81052095293669,1129127,..,..,6.38872003555298,17.9937705993652
2020,YR2020,Monaco,MCO,100,100,100,100,..,..,0,0,..,100,100,100,-0.302883026724642,36922,..,..,..,..
2020,YR2020,Mongolia,MNG,15.6,69,98.4560976861739,99.9797134399414,11.38223401,48.70861266,31.343,1032543,1.53386804917798,38.58792643,58.65677229,68.657,2.06323668876952,2261792,99.1832733154297,99.0743408203125,4.659912109375,12.4599018096924
2020,YR2020,Montenegro,MNE,43.2,71.1,99.5482014708515,100,..,38.90352915,32.512,201999,-1.15029508600048,87.31913,48.58627297,67.488,0.385902971026084,419307,..,..,..,..
2020,YR2020,Morocco,MAR,96.9,99.4,100,100,61.18076577,..,36.468,13379661,-0.411330731171842,90.72306317,41.49451658,63.532,1.90358401884694,23309111,..,..,6.75430011749268,14.8181495666504
2020,YR2020,Mozambique,MOZ,0.2,13.9,4.55715382394451,74.8361358642578,..,21.27734468,62.926,19619219,2.0408774945038,..,..,37.074,4.38850066348129,11559020,..,..,6.26059007644653,17.9349308013916
2020,YR2020,Myanmar,MMR,22.6,78.4,60.1427154187344,93.131462097168,52.07699481,64.01480545,68.859,36786680,0.300652558233791,73.76575593,53.41338488,31.141,1.65184363551406,16636518,..,..,..,..
2020,YR2020,Namibia,NAM,13.1,72.9,..,74.7,..,..,47.967,1193946,-0.324612894766243,..,..,52.033,3.64321603442097,1295152,..,..,9.44690036773682,24.9413795471191
2020,YR2020,Nauru,NRU,100,100,100,100,..,..,0,0,..,..,..,100,1.49714417461665,12315,..,..,5.16704988479614,3.52939009666443
2020,YR2020,Nepal,NPL,20.8,64.4,..,94.2,15.73828055,50.23701927,79.424,23309854,1.24309912372177,24.66800022,42.47951783,20.576,3.85147725709416,6038773,..,..,4.18310117721558,15.0051250457764
2020,YR2020,Netherlands,NLD,100,100,100,100,..,97.46731133,7.764,1354158,-3.9769924404967,..,97.49956611,92.236,0.946610706564147,16087342,..,..,5.30000019073486,11.0200004577637
2020,YR2020,New Caledonia,NCL,..,..,100,100,..,..,28.482,77602,-0.995007567955495,..,..,71.518,1.02961809201933,194858,..,..,..,..
2020,YR2020,New Zealand,NZL,100,100,100,100,..,..,13.301,677048,1.57530458685087,..,..,86.699,2.30171316283647,4413152,..,..,5.98000001907349,14.4399995803833
2020,YR2020,Nicaragua,NIC,9.5,85.2,65.8517183116727,100,38.54306864,..,40.988,2769106,0.757764475964152,67.30475784,..,59.012,1.79864136609595,3986789,..,..,4.63000011444092,22.8199996948242
2020,YR2020,Niger,NER,0.4,12.4,9.72373499103413,63.844841003418,..,10.84798816,83.374,20287928,3.5964478899742,..,42.96287045,16.626,4.38486905627171,4045711,..,..,3.8376100063324,13.3325395584106
2020,YR2020,Nigeria,NGA,4.09999999999999,29.5,24.5769077590438,83.9,17.65053213,25.58788592,48.042,100084652,0.787064592457904,25.38515861,35.06015257,51.958,3.99424522376446,108242753,..,..,..,5.13144016265869
2020,YR2020,North Macedonia,MKD,57.7,91.9,100,100,65.94253799,17.89096498,41.518,860473,-0.858504490292421,84.56513291,8.154220768,58.482,0.268995477915187,1212058,..,..,..,..
2020,YR2020,Northern Mariana Islands,MNP,..,..,100,100,..,..,8.202,4067,-1.63398343344891,..,..,91.798,-0.447153434545646,45520,..,..,..,..
2020,YR2020,Norway,NOR,100,100,100,100,..,..,17.026,915909,-1.49212748735201,..,..,82.974,1.0211550755444,4463566,..,..,5.90000009536743,10.1400003433228
2020,YR2020,Oman,OMN,100,100,100,100,..,..,13.724,623536,-7.19085230958606,..,..,86.276,-0.328044258185462,3919863,..,..,..,12.2049798965454
2020,YR2020,Pakistan,PAK,26.1,87.1,91.4552324871298,99.6082000732422,33.28276999,..,62.835,142759072,1.32326925171531,40.16047818,..,37.165,2.42965020601275,84437669,..,..,2.36571836471558,10.7962121963501
2020,YR2020,Palau,PLW,44.1,43.2,100,100,70.32872581,..,19.012,3417,-2.37142402523962,96.23752723,..,80.988,0.952651136781979,14555,..,..,..,..
2020,YR2020,Panama,PAN,100,100,85.6321447859793,99.8161849975586,..,..,31.586,1356428,0.333414749663889,..,..,68.414,1.97129843201184,2937968,..,..,3.90606999397278,10.2431802749634
2020,YR2020,Papua New Guinea,PNG,4.9,36,13.6107910741939,65.2056198120117,..,..,86.655,8448551,2.03806283043897,..,28.34031657,13.345,2.86205135535462,1301089,..,..,1.35000002384186,5.65000009536743
2020,YR2020,Paraguay,PRY,41.1,86.2,99.3711373428281,99.9,50.7286863,70.72425289,37.817,2502992,0.548085092101774,72.20647696,53.68088199,62.183,1.83880014219971,4115703,94.544548034668,98.6447067260742,3.30362010002136,9.84366989135742
2020,YR2020,Peru,PER,41.4,95.6,86.0985574555857,99,22.08754634,..,21.703,7228131,0.54321722713648,59.35153019,63.52975075,78.297,1.70460743989757,26076625,94.497932434082,99.4363632202148,4.24667978286743,15.9270896911621
2020,YR2020,Philippines,PHL,26.8,68.4,94.7424866306334,98.2182769775391,34.54494351,65.84295212,52.592,59003479,1.13537139661854,61.79735646,54.86404525,47.408,2.17445181998971,53187498,..,..,3.73481059074402,15.5480909347534
2020,YR2020,Poland,POL,100,100,100,100,..,..,39.957,15143331,-0.190081201930212,..,93.76676646,60.043,-0.165065972633049,22755739,..,..,5.19000005722046,10.6599998474121
2020,YR2020,Portugal,PRT,100,100,100,100,92.53542004,..,33.69,3469087,-1.50254046515311,96.78558828,92.67369009,66.31,0.931922017607257,6827994,..,..,5.01000022888184,10.1499996185303
2020,YR2020,Puerto Rico,PRI,..,..,100,100,..,..,6.419,210643,2.63599722481534,..,..,93.581,2.71932748338036,3070914,..,..,3.38936138153076,19.4391803741455
2020,YR2020,Qatar,QAT,100,100,100,100,..,..,0.765000000000001,21117,-7.64628103713005,..,..,99.235,-1.63560445377234,2739268,..,..,3.2336699962616,9.31916046142578
2020,YR2020,Romania,ROU,100,100,100,99.9727783203125,66.6500664,..,45.806,8824640,-0.790621097780334,94.9535042,..,54.194,-0.347574150543849,10440610,..,..,3.69000005722046,8.76000022888184
2020,YR2020,Russian Federation,RUS,77.7,79.3,100,99.1534881591797,..,52.17182703,25.246,36372705,-0.890261871520421,..,63.73714472,74.754,-0.00730146817213459,107700434,99.6999969482422,99.6999969482422,3.73000001907349,8.9399995803833
2020,YR2020,Rwanda,RWA,0.6,18.1,34.897398822138,93.9423141479492,5.043636431,53.83036157,82.568,10854688,2.25268180733995,45.53934859,..,17.432,3.08172595605391,2291674,..,..,3.33054995536804,10.783519744873
2020,YR2020,Samoa,WSM,29,65.5,100,99.9595718383789,..,50.14743252,82.111,176480,1.6206088097961,..,36.58604462,17.889,0.487545124991399,38449,..,..,4.80916023254395,16.2149906158447
2020,YR2020,San Marino,SMR,100,100,100,100,..,..,2.501,851,-5.59826347509366,..,..,97.499,-0.367282226403572,33156,..,..,3.4246199131012,5.7893500328064
2020,YR2020,Sao Tome and Principe,STP,0.800000000000001,4.2,71.0090600183249,78.8157119750977,24.73019112,30.34628647,25.646,56073,-1.03787822568366,40.11439546,36.14790454,74.354,2.8874830209953,162568,..,..,5.01138019561768,16.125940322876
2020,YR2020,Saudi Arabia,SAU,100,100,100,100,..,..,15.713,5656225,-0.930293287327223,..,..,84.287,0.736401326378145,30340882,97.5850677490234,99.4984130859375,7.80930995941162,19.0594501495361
2020,YR2020,Senegal,SEN,6.1,53.4,38.6054954243889,92,..,23.90389073,51.878,8526730,1.7843938200375,..,24.36074399,48.122,3.66377487641204,7909390,..,..,5.49785995483398,22.062780380249
2020,YR2020,Serbia,SRB,64.1,91.4,100,99.9896392822266,66.6415574,19.89449698,43.554,3004845,-1.09227256864913,81.51746914,17.16506758,56.446,-0.336030935281168,3894281,..,..,..,..
2020,YR2020,Seychelles,SYC,100,100,100,100,..,..,42.454,41801,-0.148211922330985,..,..,57.546,1.59935095670529,56661,96.1999969482422,99.0999984741211,5.15073013305664,9.16800975799561
2020,YR2020,Sierra Leone,SLE,0,1.4,4.72224404821298,55.0179824829102,9.188697291,9.748381579,57.077,4699703,1.53282666910261,12.52463877,19.7699732,42.923,3.32707170509827,3534267,..,..,8.80955028533936,34.2441902160645
2020,YR2020,Singapore,SGP,100,100,100,100,..,..,0,0,..,100,100,100,-0.311904961250821,5685807,97.1318511962891,99.7262496948242,2.50665998458862,11.9119901657104
2020,YR2020,Sint Maarten (Dutch part),SXM,..,..,100,100,..,..,0,0,..,..,..,100,1.67310082612048,42310,..,..,..,..
2020,YR2020,Slovak Republic,SVK,100,100,100,100,..,75.0081304,46.24,2524162,0.0187802728446084,..,87.89290005,53.76,0.143424102235349,2934665,..,..,4.6100001335144,10.0699996948242
2020,YR2020,Slovenia,SVN,100,100,100,100,..,..,44.882,943608,0.0123999853902546,..,..,55.118,1.20824231450057,1158811,..,..,5.76000022888184,11.2200002670288
2020,YR2020,Solomon Islands,SLB,1.2,35.8,71.5089801609901,77.1390762329102,..,..,75.33,520674,1.7626014442941,..,..,24.67,4.25359016492773,170517,..,..,12.75,31.8899993896484
2020,YR2020,Somalia,SOM,0.4,5.99999999999999,32.3365216671686,70.3223495483398,..,20.87759841,53.859,8906671,2.33420128068775,..,43.94156469,46.141,4.69855775761897,7630345,..,..,..,4.41238021850586
2020,YR2020,South Africa,ZAF,69.2,95.4,95.5344073849285,87.317512512207,..,..,32.646,19196477,-0.290760519112594,81.0566518,..,67.354,1.96530474552946,39605450,..,..,6.19288015365601,19.5272808074951
2020,YR2020,South Sudan,SSD,0,0,5.40871958127138,14.5785503387451,..,..,79.801,8463875,1.13103431389962,..,..,20.199,3.00264210991181,2142352,..,..,..,5.54785680770874
2020,YR2020,Spain,ESP,100,100,100,100,98.7,..,19.19,9089469,-0.780130120074808,99.79804647,..,80.81,0.792144591816453,38276186,98.5944595336914,99.6214218139648,4.59000015258789,8.89000034332275
2020,YR2020,Sri Lanka,LKA,23.2,69.6,99.9681353798881,100,..,..,81.287,17817298,0.373288827791506,93.32763935,..,18.713,1.21697057013045,4101702,92.3823013305664,98.8592300415039,..,..
2020,YR2020,St. Kitts and Nevis,KNA,100,100,100,100,..,..,69.157,32948,-0.209201925764053,..,..,30.843,-0.00680526727950374,14694,..,..,3.39879155158997,11.1199998855591
2020,YR2020,St. Lucia,LCA,94.2,98,100,100,..,..,81.159,145467,0.258123278378107,..,..,18.841,0.829608837755391,33770,..,..,3.5752100944519,14.4237203598022
2020,YR2020,St. Martin (French part),MAF,..,..,100,100,..,..,..,..,..,96.69929543,..,..,..,..,..,..,..,..
2020,YR2020,St. Vincent and the Grenadines,VCT,94.9,94.9,100,100,..,..,46.968,49144,-1.16323899478903,..,..,53.032,0.511325226697624,55488,..,..,..,13
2020,YR2020,Sudan,SDN,51.7,75.6,46.8998003954612,83.1971282958984,..,..,64.747,28773881,2.26837377195059,..,..,35.253,3.66006344029144,15666605,..,..,..,..
2020,YR2020,Suriname,SUR,90.2,97.3,96.4995947595218,99.3774871826172,40.80696553,33.94891048,33.851,205498,0.961306085112985,63.41270129,20.69352077,66.149,1.20201463277301,401567,..,..,5.00707006454468,13.9423503875732
2020,YR2020,Sweden,SWE,100,100,100,100,..,90.56667239,12.023,1244794,-1.49005557601014,..,95.52761683,87.977,1.02894002235642,9108648,..,..,7.17000007629395,13.6400003433228
2020,YR2020,Switzerland,CHE,100,100,100,100,..,98.94784476,26.085,2253266,0.478003982803067,..,99.8998999,73.915,0.819998209849981,6384901,..,..,5.21999979019165,14.2399997711182
2020,YR2020,Syrian Arab Republic,SYR,95.7,99.6,75.3568074085591,100,..,..,44.525,9248998,1.84202139579592,..,..,55.475,4.48609199241886,11523597,..,..,..,..
2020,YR2020,Tajikistan,TJK,79.4,98.1,99.6984909636504,98.9977493286133,..,59.26221669,72.494,6918252,1.91303973030713,..,..,27.506,2.90323565731314,2624955,..,..,5.91716289520264,17.7720508575439
2020,YR2020,Tanzania,TZA,1.4,15.1,21.9528455271331,72.9,..,21.74834147,64.773,39967867,1.89772351941525,..,34.75027377,35.227,5.0992051402632,21736651,..,..,3.2251501083374,13.6285581588745
2020,YR2020,Thailand,THA,77.7,90.6,100,99.8293685913086,..,22.06526511,48.57,34715730,-1.27284610728699,..,29.58435901,51.43,1.68053874355918,36759934,..,..,3.14571094512939,15.4319591522217
2020,YR2020,Timor-Leste,TLS,4.69999999999999,31.4,94.1793457846676,100,..,..,68.68,892837,0.974224061044022,..,..,31.32,2.71383258476001,407158,69.9000015258789,85.0999984741211,4.15306186676025,6.95663690567017
2020,YR2020,Togo,TGO,0.800000000000001,22.3,24.3230686783747,93.9598236083984,6.685981965,6.781191241,57.2,4829156,1.43080832883291,36.76775601,12.27883156,42.8,3.68933123789014,3613424,..,..,3.99125003814697,18.1434535980225
2020,YR2020,Tonga,TON,82.2,94.3,99.8234563709149,99.9967880249023,23.10898087,36.97101494,76.901,80941,0.298191892623495,50.79511539,23.23650758,23.099,0.255333307322834,24313,..,..,6.52057313919067,15.5281400680542
2020,YR2020,Trinidad and Tobago,TTO,100,100,100,100,..,..,46.786,710280,-0.176816049813654,..,..,53.214,-0.068181047444615,807867,..,..,4.10374021530151,11.7679004669189
