Time,Time Code,Country Name,Country Code,"Access to clean fuels and technologies for cooking, rural (% of rural population) [EG.CFT.ACCS.RU.ZS]","Access to clean fuels and technologies for cooking, urban (% of urban population) [EG.CFT.ACCS.UR.ZS]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]","People using safely managed drinking water services, rural (% of rural population) [SH.H2O.SMDW.RU.ZS]","People using safely managed sanitation services, rural (% of rural population) [SH.STA.SMSS.RU.ZS]",Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population [SP.RUR.TOTL],Rural population growth (annual %) [SP.RUR.TOTL.ZG],"People using safely managed drinking water services, urban (% of urban population) [SH.H2O.SMDW.UR.ZS]","People using safely managed sanitation services, urban (% of urban population) [SH.STA.SMSS.UR.ZS]",Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Urban population growth (annual %) [SP.URB.GROW],Urban population [SP.URB.TOTL],"Literacy rate, adult total (% of people ages 15 and above) [SE.ADT.LITR.ZS]","Literacy rate, youth total (% of people ages 15-24) [SE.ADT.1524.LT.ZS]","Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]"
2019,YR2019,Bolivia,BOL,60.2,98.9,84.9234776648635,99.48,..,..,30.227,3559929,0.312798303641208,..,58.5484601,69.773,1.957510150086,8217386,..,..,7.67268991470337,13.5200004577637
2019,YR2019,Bosnia and Herzegovina,BIH,15.2,62.8,100,100,..,..,51.374,1726532,-1.90495937820982,..,29.84565385,48.626,-0.379470010298639,1634179,..,..,..,..
2019,YR2019,Botswana,BWA,26.8,85.5,27.9205371486466,88.0222091674805,..,..,29.828,745611,-0.454030747546001,83.07218452,..,70.172,2.99088168271581,1754091,..,..,6.91437005996704,15.3527202606201
2019,YR2019,Brazil,BRA,80.2,99,98.4820886457358,100,69.9573598,..,13.176,27904512,-1.15073982289135,87.35200345,49.90958186,86.824,1.06023755345792,183878366,..,..,5.96346998214722,15.958080291748
2019,YR2019,British Virgin Islands,VGB,..,..,100,100,..,..,51.884,15882,0.151228762281211,..,..,48.116,1.71892607588702,14728,..,..,2.63095998764038,12.195460319519
2019,YR2019,Brunei Darussalam,BRN,100,100,100,100,..,..,22.058,96625,-0.542896222366903,..,..,77.942,1.2674328820787,341423,..,..,..,..
2019,YR2019,Bulgaria,BGR,..,..,98.4206486246119,99.448371887207,..,58.79126324,24.653,1719734,-2.06963013685506,..,74.215212,75.347,-0.252969936337171,5256027,..,..,4.19717979431152,11.7067098617554
2019,YR2019,Burkina Faso,BFA,1,34.4,..,64.5554962158203,..,..,70.02,14670338,1.81948545977237,..,..,29.98,4.80040438074702,6281301,..,..,5.69684982299805,20.8894500732422
2019,YR2019,Burundi,BDI,0.1,0.2,1.97358317236654,60.8230247497559,..,..,86.634,10287647,2.87945570377826,..,..,13.366,5.79490607932596,1587191,..,..,5.34668016433716,21.2221698760986
2019,YR2019,Cabo Verde,CPV,48.3,94.2,87.2879014687412,93.5,..,..,33.805,195065,-0.345441164380625,..,..,66.195,1.71717136911241,381965,..,..,4.73345994949341,15.1536998748779
2019,YR2019,Cambodia,KHM,23.3,70,79.9697551445841,96.9,17.98841006,..,76.195,12349492,0.586656509518905,56.67885881,..,23.805,2.89969209242329,3858254,..,..,2.89662981033325,18.9377002716064
2019,YR2019,Cameroon,CMR,2.5,39.4,23.6067471851388,93.0670547485352,..,..,43.032,11094657,1.40394894259125,..,..,56.968,3.82304687846584,14687684,..,..,3.08087992668152,14.0946702957153
2019,YR2019,Canada,CAN,100,100,100,100,..,84.10229814,18.518,6962996,1.05346926172379,..,84.42854698,81.482,1.52330833127913,30638234,..,..,4.77293014526367,11.7379398345947
2019,YR2019,Cayman Islands,CYM,..,..,100,100,..,..,0,0,..,..,..,100,1.90819265891466,66134,..,..,2.06455874443054,14.9581575393677
2019,YR2019,Central African Republic,CAF,0,1.4,1.53156080542258,32.1,2.342212629,6.129075543,58.23,3033389,1.52854009565711,11.7784072,24.84374413,41.77,3.20011244517151,2175935,..,..,1.76871001720428,9.79780960083008
2019,YR2019,Chad,TCD,0.1,27.5,..,36.7,2.037760577,3.46801059,76.721,12372693,3.00824267987064,17.25941654,31.31768458,23.279,4.24412488015106,3754173,..,31.75,2.37245988845825,14.2137899398804
2019,YR2019,Channel Islands,CHI,..,..,100,100,..,..,69.069,117010,1.25301020608317,..,..,30.931,1.33327623877686,52400,..,..,..,..
2019,YR2019,Chile,CHL,100,100,100,100,..,..,12.357,2352709,1.15412014714068,98.76592481,79.8135322,87.643,1.88157002434462,16686776,..,..,5.61812019348145,21.2335300445557
2019,YR2019,China,CHN,63.9,90,100,100,..,41.87636327,39.692,558762145,-2.51607966103332,95.1369634,85.04019869,60.308,2.29017723362897,848982855,..,..,3.53999996185303,11.2299995422363
2019,YR2019,Colombia,COL,62.3,99,97.0589523159486,100,39.88042733,..,18.896,9483412,0.120229422110513,80.65699961,16.47949605,81.104,2.23350946308688,40703994,95.249267578125,98.8267593383789,4.5062198638916,13.7191095352173
2019,YR2019,Comoros,COM,3.3,21.1,77.55719588066,97.3444595336914,..,..,70.836,560303,1.59192825014175,..,..,29.164,2.55709345911319,230683,..,..,..,..
2019,YR2019,"Congo, Dem. Rep.",COD,0.5,9.7,1,41.1811478316574,0.968413722,11.77013419,54.954,49407432,2.1255866286668,39.72679424,14.83633367,45.046,4.4957174248484,40499458,..,..,..,..
2019,YR2019,"Congo, Rep.",COG,3.6,45.9,11.382444837685,65.3304290771484,19.0581384,..,32.627,1817563,0.964270795838519,58.62640375,..,67.373,3.03586515001206,3753170,..,..,3.57539010047913,17.9308891296387
2019,YR2019,Costa Rica,CRI,86.9,98.1,98.8659946181895,99.92,81.05455,36.40677075,19.924,1013042,-2.76236401478319,80.38785,28.82204214,80.076,1.7885179241658,4071490,..,..,6.79584980010986,24.5510101318359
2019,YR2019,Cote d'Ivoire,CIV,1.1,55.7,42.1477215432563,93.7079162597656,14.69877395,..,48.761,12749807,1.59232855903473,54.59113184,..,51.239,3.43309904734138,13397744,89.8934173583984,83.6264724731445,3.71637988090515,17.3795795440674
2019,YR2019,Croatia,HRV,100,100,100,100,..,..,42.758,1738221,-1.24169729466857,93.5,77.27684423,57.242,-0.037465606839713,2327032,..,..,3.91686010360718,8.50961971282959
2019,YR2019,Cuba,CUB,87.9,96.6,99.4631470697798,99.9,..,51.32818014,22.891,2590505,-0.416040478294339,..,32.42399046,77.109,-0.00856006868288057,8726192,..,96.5,9.04697026271606E-06,14.2259435653687
2019,YR2019,Curacao,CUW,..,..,100,100,..,..,10.902,17164,-0.766109376757422,..,..,89.098,-1.24896688314182,140277,..,..,6.3969464302063,..
2019,YR2019,Cyprus,CYP,100,100,100,100,..,..,33.195,407912,0.832556548102241,..,86.31933054,66.805,0.810045861005487,820924,..,..,5.25063991546631,13.6825504302979
2019,YR2019,Czechia,CZE,100,100,100,100,97.66103129,..,26.079,2783117,-0.0996586728329587,97.96002403,..,73.921,0.568457638590162,7888753,..,..,4.54337978363037,11.0646600723267
2019,YR2019,Denmark,DNK,100,100,100,100,..,..,12.006,698080,-0.63629360711944,..,..,87.994,0.494581334948344,5116342,..,..,6.88857984542847,13.9115695953369
2019,YR2019,Djibouti,DJI,0.3,11.3,40.2742076939783,71.6235046386719,..,20.92939169,22.085,237192,0.953552094942014,..,41.61887625,77.915,1.753448510633,836802,..,..,..,..
2019,YR2019,Dominica,DMA,79.5,97.3,..,..,..,..,29.214,20867,-0.181940105728063,..,..,70.786,1.27988689680026,50561,..,..,5.57618999481201,8.29829978942871
2019,YR2019,Dominican Republic,DOM,74.1,95.4,96.2982177100275,99.6,..,..,18.172,1977456,-2.99045432452372,..,..,81.828,2.00068230103502,8904426,..,..,4.04276990890503,22.3415107727051
2019,YR2019,Ecuador,ECU,85.9,99,97.7574766957378,99.84,52.32127222,59.30696085,36.014,6246175,1.45258162406827,74.65207,31.78847997,63.986,2.16788118361711,11097565,..,..,4.22565984725952,11.6081800460815
2019,YR2019,"Egypt, Arab Rep.",EGY,99.9,99.9,100,100,..,61.72593309,57.27,60487813,1.74861315552105,..,72.48869325,42.73,1.85486820738962,45130858,..,..,2.60999989509583,11.6400003433228
2019,YR2019,El Salvador,SLV,77.8,96.7,93.6231383317461,98.76,..,..,27.254,1711610,-2.5565322059521,77.89781771,17.20454595,72.746,1.0605646741483,4568607,89.1379165649414,98.3463897705078,3.38515996932983,12.4486398696899
2019,YR2019,Equatorial Guinea,GNQ,4.3,32,2.35943498313107,90.7725677490234,..,..,27.373,425111,1.58239703311736,..,..,72.627,4.00365647007894,1127920,..,..,..,..
2019,YR2019,Eritrea,ERI,0.900000000000001,23.7,32.5408628852114,76.0895538330078,..,..,59.288,2074379,0.478926567911201,..,..,40.712,3.10382465039888,1424439,..,..,..,..
2019,YR2019,Estonia,EST,100,100,100,100,..,..,30.949,410662,-0.179305476712157,..,..,69.051,0.619441069729559,916236,..,..,5.30190992355347,13.4449501037598
2019,YR2019,Eswatini,SWZ,40.3,89.3,72.9365512630275,90.0077438354492,..,..,76.019,889128,0.549233189192247,88.72120305,..,23.981,1.55036294653323,280485,..,..,5.64554977416992,18.5100002288818
2019,YR2019,Ethiopia,ETH,0.4,23.6,36.0251354286714,92.6681671142578,4.795323284,3.989793661,78.775,89898498,2.07124259751805,38.84019468,15.72548173,21.225,4.85672830311995,24222096,..,..,4.48086881637573,20.9222011566162
2019,YR2019,Faroe Islands,FRO,..,..,100,100,..,..,57.775,29859,1.13844274347674,..,..,42.225,1.79401889421017,21822,..,..,7.64010000228882,15.4121503829956
2019,YR2019,Fiji,FJI,24.2,65.8,94.7780840265583,97.0969619750977,..,..,43.25,397236,-1.21180242198866,..,..,56.75,0.830716449747723,521229,..,..,5.06788015365601,16.8337001800537
2019,YR2019,Finland,FIN,100,100,100,100,..,..,14.554,803615,-0.328473206881815,..,..,85.446,0.185101615266816,4717991,..,..,6.41710996627808,12.0432996749878
2019,YR2019,France,FRA,100,100,100,100,..,..,19.291,12999819,-1.02297937872555,99.64342342,..,80.709,0.670255810752097,54388182,..,..,5.35443019866943,9.6723804473877
2019,YR2019,French Polynesia,PYF,..,..,100,100,..,..,38.103,114201,0.541740245396689,..,..,61.897,0.808581601812801,185516,..,..,..,..
2019,YR2019,Gabon,GAB,47.05,94.3,22.8377531861099,98.0334625244141,..,..,10.259,230087,-1.26281644816052,..,..,89.741,2.70414611374572,2012698,..,..,2.73232007026672,14.1593904495239
2019,YR2019,"Gambia, The",GMB,0.2,2.6,..,78.6,7.436856509,25.91800612,38.069,955107,0.861298799898913,66.44359468,31.84858277,61.931,3.65572123165183,1553776,..,..,2.78892993927002,14.097261428833
2019,YR2019,Georgia,GEO,75.6,96.9,100,99.9791488647461,40.22481344,45.09550723,40.961,1523815,-1.16031306212636,84.08984076,27.52537421,59.039,0.520212544414782,2196346,99.5584411621094,99.7042083740234,3.80864000320435,13.3578996658325
2019,YR2019,Germany,DEU,100,100,100,100,..,91.62605131,22.624,18798952,-0.0569656713221133,..,98.72630227,77.376,0.30826693577482,64294010,..,..,5.11664009094238,11.3725595474243
2019,YR2019,Ghana,GHA,10,42.5,70.0086249340054,93.8,15.00033623,14.1980798,43.293,13646945,0.605517789049731,58.55327292,11.84822094,56.707,3.23644464618774,17875345,..,..,..,..
2019,YR2019,Gibraltar,GIB,..,..,100,100,..,..,0,0,..,100,..,100,0.113265896118834,32685,..,..,..,7.84023666381836
2019,YR2019,Greece,GRC,100,100,100,100,..,..,20.612,2209932,-1.6936827318941,..,96.64478555,79.388,0.311210821229905,8511650,..,..,3.58803009986877,7.50382995605469
2019,YR2019,Greenland,GRL,..,..,100,100,..,..,12.948,7280,-1.44554542217769,..,..,87.052,0.631266058920437,48945,..,..,10.1543550491333,17.4335403442383
2019,YR2019,Grenada,GRD,88.3,94.6,..,..,..,..,63.604,78057,0.529217301738562,..,..,36.396,1.06685684406121,44667,..,..,..,..
2019,YR2019,Guam,GUM,..,..,100,100,..,..,5.14100000000001,8669,-1.55662980616662,..,..,94.859,0.0512775628129774,159955,..,..,..,..
2019,YR2019,Guatemala,GTM,12,71.6,93.5070932323909,97.2436599731445,45.22600811,..,48.561,8063081,0.770696070143371,65.33045033,..,51.439,2.3116594096001,8540945,..,..,3.19928002357483,23.7553806304932
2019,YR2019,Guinea,GIN,0.1,2.1,17.0236198119243,86,..,..,63.5,8177237,1.97231757418576,..,..,36.5,3.52884694344595,4700302,..,..,1.84836995601654,12.4053602218628
2019,YR2019,Guinea-Bissau,GNB,0.1,2.2,14.3237644643844,52.262020111084,10.80281005,4.005037131,56.223,1107850,1.59728982732548,40.92793221,21.44818027,43.777,3.29347428824414,862607,..,..,2.94781994819641,..
2019,YR2019,Guyana,GUY,78.1,84.1,89.7891481606155,96.7483367919922,..,..,73.311,585574,1.55825315394353,..,..,26.689,1.98266449596713,213179,..,97.9599990844727,..,..
2019,YR2019,Haiti,HTI,1.2,6.6,1.21743466525092,79.9156494140625,..,..,43.808,4889165,-0.729766620904861,..,..,56.192,2.97507466071833,6271273,..,..,1.78681135177612,12.8616704940796
2019,YR2019,Honduras,HND,21.6,72.8,80.3106221094323,99,18.5716114,69.31736677,42.27,4209597,0.191960203140517,..,34.67353393,57.73,2.78498123315846,5749232,88.5074310302734,96.0838928222656,4.91284990310669,20.1177406311035
2019,YR2019,"Hong Kong SAR, China",HKG,..,..,100,100,..,..,0,0,..,100,85.93288155,100,0.739283471323064,7507900,..,..,3.81060004234314,20.3140106201172
2019,YR2019,Hungary,HUN,100,100,100,100,89,80.68586975,28.356,2770705,-1.0732236554039,93.98806333,90.54745113,71.644,0.364540979606319,7000436,..,..,4.23763990402222,9.27134990692139
2019,YR2019,Iceland,ISL,100,100,100,100,..,..,6.145,22157,1.51890141562763,..,..,93.855,2.24361872841293,338406,..,..,7.54735994338989,17.4226894378662
2019,YR2019,India,IND,46.2,90.6,93.8452545500685,99.7650909423828,57.10752932,47.73575764,65.528,906325664,0.353054652520403,..,36.62103746,34.472,2.31580198477658,476786386,..,..,4.40722990036011,16.7286491394043
2019,YR2019,Indonesia,IDN,70.3,92,97.5271691518262,99.89,..,..,44.015,118656904,-0.550668037963445,..,..,55.985,2.12358021200536,150925974,..,..,2.84185004234314,17.3479995727539
2019,YR2019,"Iran, Islamic Rep.",IRN,92.5,98.8,100,100,86.86612871,..,24.609,21302584,-0.883936476687356,96.11929192,..,75.391,1.7556649983965,65261618,..,..,3.66319990158081,21.2461605072021
2019,YR2019,Iraq,IRQ,98.2,99.5,99.9694012406557,100,46.84376686,45.15619171,29.322,12187255,1.67168433056997,64.54780913,42.28558474,70.678,2.65885876706813,29376265,..,..,..,..
2019,YR2019,Ireland,IRL,100,100,100,100,..,72.7250612,36.595,1805722,0.72755808584729,..,88.57878967,63.405,1.73892417508637,3128618,..,..,3.29461002349854,13.6130304336548
2019,YR2019,Isle of Man,IMN,..,..,100,100,..,..,47.265,39671,-0.120922045216915,..,..,52.735,0.466496917003987,44262,..,..,..,..
2019,YR2019,Israel,ISR,100,100,100,100,99.15281031,92.01379325,7.499,678959,0.808165569475424,99.37921165,94.38301747,92.501,1.99875843898331,8375041,..,..,6.12578010559082,15.7419204711914
2019,YR2019,Italy,ITA,100,100,100,100,..,94.29247257,29.264,17479118,-2.16619777631623,..,96.39121066,70.736,-0.730852392108029,42249963,99.3490982055664,99.8742218017578,4.09531021118164,8.44857978820801
2019,YR2019,Jamaica,JAM,84.7,86.9,97.5700438861024,99.9997329711914,..,..,44.015,1238482,-0.635209970822189,..,..,55.985,0.625966781060589,1575291,..,..,5.16364002227783,17.3139896392822
2019,YR2019,Japan,JPN,100,100,100,100,..,..,8.30200000000001,10513072,-1.12332728122151,..,..,91.698,-0.0510014914514158,116119928,..,..,3.15724992752075,8.18295574188232
2019,YR2019,Jordan,JOR,99.5,99.9,98.8632486614965,100,..,..,8.797,941163,-0.256904648905115,..,84.35939253,91.203,2.50341485571992,9757520,..,..,2.98847007751465,9.85974979400635
2019,YR2019,Kazakhstan,KAZ,88.5,97.8,100,100,..,..,42.46,7860906,1.02618561917409,..,90.90246403,57.54,1.48443981983212,10652767,..,..,2.8569700717926,14.1095304489136
2019,YR2019,Kenya,KEN,6.09999999999999,43.8,61.69374174168,90.8,..,29.39983582,72.493,36936235,1.32261847450592,57.68951488,..,27.507,3.72777071252016,14015215,..,..,4.97439002990723,18.5200386047363
2019,YR2019,Kiribati,KIR,1.5,16.8,90.0699898415889,88.5851135253906,6.578111869,26.69450115,45.165,56113,-0.101529180546267,20.87076627,26.07587028,54.835,3.03557084610476,68128,..,..,12.3946599960327,12.3946599960327
2019,YR2019,"Korea, Dem. People's Rep.",PRK,0.900000000000001,17.5,..,..,48.8323157,1.22791079,37.866,9752555,-0.162246270993948,76.96360517,..,62.134,0.835379544940529,16002886,..,..,..,..
2019,YR2019,"Korea, Rep.",KOR,100,100,100,100,..,..,18.57,9612727,0.504154117366634,..,..,81.43,0.312269897922803,42152095,..,..,4.68465995788574,13.8308200836182
2019,YR2019,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,YR2019,Kuwait,KWT,100,100,100,100,..,..,0,0,..,..,..,100,2.82985240186539,4441100,..,..,6.49243021011353,12.8262996673584
2019,YR2019,Kyrgyz Republic,KGZ,67.7,94.8,99.9134893664524,99.8347396850586,56.83411121,96.38622969,63.409,4093812,1.71009823734265,90.7992368,85.46126757,36.591,2.74593080864618,2362388,99.5999984741211,99.6999969482422,5.36674976348877,16.472749710083
2019,YR2019,Lao PDR,LAO,2,18.9,97.5795196738241,99.8738861083984,12.38135909,60.26627846,64.355,4641317,0.504294757873511,26.98743686,63.33871508,35.645,3.31005992428687,2570736,..,..,2.47532963752747,11.6231355667114
2019,YR2019,Latvia,LVA,100,100,100,100,..,..,31.778,608174,-0.946712543947344,..,..,68.222,-0.577885980172143,1305648,..,..,4.42507982254028,11.7610301971436
2019,YR2019,Lebanon,LBN,..,..,99.5595555118253,100,..,..,11.242,650002,-4.33687716515322,..,..,88.758,-2.69379833027295,5131905,95.3000030517578,99.7900009155273,2.59202003479004,8.14395046234131
2019,YR2019,Lesotho,LSO,20.3,81.05,32.601972317301,74.4470748901367,8.528193697,48.8049303,71.415,1589485,0.648597562535389,76.18190984,38.3640348,28.585,2.77446532513445,636217,..,..,7.99171018600464,13.1358604431152
2019,YR2019,Liberia,LBR,0.1,0.5,8.27208747282487,37,..,..,48.385,2412132,0.98793629602106,..,..,51.615,2.84540933936628,2573157,..,..,2.27039003372192,13.719349861145
2019,YR2019,Libya,LBY,..,..,..,100,..,..,19.607,1288001,-0.0737305190811808,..,..,80.393,1.76213968464873,5281087,..,..,..,..
2019,YR2019,Liechtenstein,LIE,..,..,100,100,..,..,85.629,32952,0.746283486141492,..,..,14.371,1.01782049157561,5530,..,..,..,..
2019,YR2019,Lithuania,LTU,100,100,100,100,..,86.22330456,32.145,898175,-0.81079936897959,99.32429899,97.55941515,67.855,-0.00495778237441003,1895962,..,..,3.97215008735657,11.7495403289795
2019,YR2019,Luxembourg,LUX,100,100,100,100,96.5247381,89.34414785,8.777,54417,-0.757912239647269,99.73333333,97.47936485,91.223,2.22856573933619,565584,..,..,3.71982002258301,8.67835998535156
2019,YR2019,"Macao SAR, China",MAC,..,..,100,100,..,..,0,0,..,100,65.48757892,100,1.92636052888412,663653,..,..,3.05862998962402,16.5979499816895
2019,YR2019,Madagascar,MDG,0.5,3.1,12.9865801896029,60.67,9.316074997,7.695711183,62.139,17108814,1.45285903975562,37.14411981,13.9348648,37.861,4.31079477041505,10424320,..,..,2.99485993385315,17.9527893066406
2019,YR2019,Malawi,MWI,0.5,7.4,4.08788424131703,45.5,..,23.33357193,82.826,15627061,2.39712480215653,..,26.97488985,17.174,4.07245795804194,3240276,..,..,3.71131992340088,14.5902395248413
2019,YR2019,Malaysia,MYS,91.1,98.1,100,100,..,..,23.393,7673844,-1.1700738588815,..,..,76.607,1.9896693934595,25130176,94.9711303710938,96.7783966064453,4.15661001205444,17.6856002807617
2019,YR2019,Maldives,MDV,99.1,99.8,100,100,..,..,59.762,301504,2.2503083557517,..,..,40.238,4.04158863107441,203004,..,..,4.12159013748169,12.0559501647949
2019,YR2019,Mali,MLI,0.3,1.8,15.178565167991,90.9301986694336,..,26.61896451,56.864,11695460,1.76429648534537,..,9.487273261,43.136,4.95145558813573,8871964,..,..,3.4841001033783,14.6360197067261
2019,YR2019,Malta,MLT,100,100,100,100,..,..,5.322,26826,2.69765876982021,..,..,94.678,4.00115780679613,477236,..,..,4.98805999755859,13.9975099563599
2019,YR2019,Marshall Islands,MHL,1,86.7,100,95.4427261352539,..,..,22.583,10101,-4.4722899993978,..,..,77.417,-2.28122892581952,34627,..,..,15.75,24.8099994659424
2019,YR2019,Mauritania,MRT,19.4,72.7,..,85.5302124023438,..,..,45.493,1994344,0.795850235666996,..,..,54.507,4.15842105201785,2389505,..,..,1.82437002658844,10.2280197143555
2019,YR2019,Mauritius,MUS,98.5,99.3,100,100,..,..,59.234,749894,0.0779080137911839,..,..,40.766,-0.034096699343667,516091,..,..,4.71929979324341,18.676929473877
2019,YR2019,Mexico,MEX,56.5,91.7,98.3170105131641,99.9118957519531,..,..,19.556,24461683,-0.601693315554462,..,57.11012297,80.444,1.21892136003758,100623628,..,..,..,..
2019,YR2019,"Micronesia, Fed. Sts.",FSM,3.8,34.2,75.6380132738689,95.126220703125,..,..,77.188,85971,0.263225477523043,..,..,22.812,0.885521282973254,25408,..,..,..,18.1073093414307
2019,YR2019,Moldova,MDA,96.5,99,100,100,..,..,57.274,1525908,-1.76948401904295,..,78.77427761,42.726,-1.37309834532039,1138316,..,..,6.10378980636597,19.4643802642822
2019,YR2019,Monaco,MCO,100,100,100,100,..,..,0,0,..,100,100,100,0.013502018572291,37034,..,..,1.15266001224518,5.02927017211914
2019,YR2019,Mongolia,MNG,14.5,67.5,96.8721034841962,99.8646087646484,10.68088707,47.18536322,31.457,1016826,1.82902971623647,38.41584223,57.90003931,68.543,2.28303638358528,2215604,..,..,11.7809410095215,38.1061592102051
2019,YR2019,Montenegro,MNE,43,71.2,99.8877334331871,99.9987487792969,..,39.10993404,32.85,204336,-1.05250293702548,87.31913,48.81515224,67.15,0.471071314508919,417692,..,..,..,..
2019,YR2019,Morocco,MAR,96.6,99.5,98.9190941828797,100,57.66575894,..,37.006,13434809,-0.407762830096461,90.53335312,41.26017109,62.994,1.90610808199994,22869599,..,..,5.93135976791382,15.4675598144531
2019,YR2019,Mozambique,MOZ,0.2,13.3,5.16634801448089,72.2931976318359,..,20.08264428,63.472,19222873,2.03939593100137,..,..,36.528,4.37592130542686,11062722,..,..,6.0844202041626,19.0336799621582
2019,YR2019,Myanmar,MMR,19,74,57.4556988212078,92.6424026489258,50.56714123,63.72386841,69.148,36676246,0.31397047427888,73.30953853,54.14198705,30.852,1.59680837351835,16363966,89.0699462890625,95.4151229858398,2.13986992835999,10.5641298294067
2019,YR2019,Namibia,NAM,13,73.2,31.1524102407019,74.5013656616211,..,..,48.958,1197828,-0.353515392554128,..,..,51.042,3.68705282894688,1248816,..,..,8.92702960968018,26.3903999328613
2019,YR2019,Nauru,NRU,100,100,100,100,..,..,0,0,..,..,..,100,1.72934140105096,12132,..,..,5.59653997421265,4.32558012008667
2019,YR2019,Nepal,NPL,19.6,65,..,94.2,17.37785272,46.71813635,79.847,23021883,0.62044534530054,26.3117771,40.75694915,20.153,3.20696476089714,5810613,..,94.9800033569336,3.48568081855774,12.1130294799805
2019,YR2019,Netherlands,NLD,100,100,100,100,..,97.46731133,8.124,1409098,-3.98681355068743,..,97.49956611,91.876,1.0760840670841,15935776,..,..,5.15986013412476,12.5127897262573
2019,YR2019,New Caledonia,NCL,..,..,100,100,..,..,28.896,78378,-1.42011672323413,..,..,71.104,0.619454667588538,192862,..,..,..,..
2019,YR2019,New Zealand,NZL,100,100,100,100,..,..,13.385,666466,1.01751387801571,..,..,86.615,1.68010110761429,4312734,..,..,5.16372013092041,13.4846296310425
2019,YR2019,Nicaragua,NIC,9.25,84,65.2430799677335,99.9927368164063,38.54306864,..,41.24,2748202,0.810017448107606,67.30475784,..,58.76,1.79135634531167,3915722,..,..,4.59999990463257,23.9500007629395
2019,YR2019,Niger,NER,0.4,11.6,9.70680044897649,62.6863594055176,..,10.63085525,83.483,19571248,3.65530580410993,..,41.97890892,16.517,4.32399204685123,3872145,..,..,3.52752995491028,13.012809753418
2019,YR2019,Nigeria,NGA,3.6,25.6,25.5497757961019,83.9,17.25992192,25.40196294,48.843,99300013,0.797385079246609,25.19264171,34.20340185,51.157,4.0501895683177,104004479,..,..,..,5.85496997833252
2019,YR2019,North Macedonia,MKD,56.25,91.6,100,100,65.92678501,17.82334489,41.792,867892,-0.561509077853083,84.57645057,8.135774008,58.208,0.444732600494142,1208802,..,..,..,..
2019,YR2019,Northern Mariana Islands,MNP,..,..,100,100,..,..,8.292,4134,-1.96413499794846,..,..,91.708,-0.792928826655006,45724,..,..,..,..
2019,YR2019,Norway,NOR,100,100,100,100,..,..,17.384,929678,-1.41972396099068,..,..,82.616,1.12148861779611,4418218,..,..,7.93838977813721,15.6655302047729
2019,YR2019,Oman,OMN,100,100,100,100,..,..,14.557,670025,-5.98987489861966,..,..,85.443,1.09866027064822,3932743,..,..,5.41320991516113,12.4210195541382
2019,YR2019,Pakistan,PAK,24,87,90.7412058298626,99.3,33.18595748,..,63.093,140882429,1.22673303764448,40.17120551,..,36.907,2.26311562302006,82410851,57.9988594055176,72.7035598754883,2.50755000114441,11.5916795730591
2019,YR2019,Palau,PLW,44.5,44.45,100,100,70.32872581,..,19.53,3499,-2.42812606660327,96.23752723,..,80.47,0.961813938160846,14417,..,..,6.80999994277954,15.6565504074097
2019,YR2019,Panama,PAN,100,100,..,99.6,..,..,31.941,1351913,0.512512639630891,..,..,68.059,2.11786043713359,2880619,95.7360763549805,98.8817367553711,3.12736010551453,10.0902700424194
2019,YR2019,Papua New Guinea,PNG,4.7,36.7,17.1239216405393,66,..,..,86.75,8278107,2.16686557833347,..,28.48705279,13.25,2.87334569635217,1264379,..,..,1.67774999141693,7.82319450378418
2019,YR2019,Paraguay,PRY,40,85.9,99.3753547467552,99.9,50.7286863,69.10818888,38.121,2489311,0.568314849252249,72.20647696,53.61333264,61.879,1.81282175775756,4040715,93.2135314941406,98.3552322387695,3.46971011161804,11.9479503631592
2019,YR2019,Peru,PER,37.8,94.7,82.9478253388103,99.0857208034867,21.68085397,..,21.901,7188973,1.03688133549117,59.20668426,60.60519175,78.099,2.15586797421009,25635888,..,..,3.81996011734009,17.7628707885742
2019,YR2019,Philippines,PHL,26.1,67.4,93.0239783185136,97.8310699462891,34.32773041,64.19039933,52.851,58337359,1.19833841734261,61.69590372,54.13705151,47.149,2.16977115658954,52043445,96.2781677246094,98.3845062255859,3.3557915687561,18.1409301757813
2019,YR2019,Poland,POL,100,100,100,100,..,..,39.963,15172143,0.028134459433428,..,93.68697322,60.037,-0.0593988549139279,22793332,..,..,4.6692099571228,11.9929103851318
2019,YR2019,Portugal,PRT,100,100,100,100,92.33594248,..,34.236,3521605,-1.57862340437318,96.93588239,92.67369009,65.764,0.868176935448447,6764658,..,..,4.63002014160156,10.9067497253418
2019,YR2019,Puerto Rico,PRI,..,..,100,100,..,..,6.42400000000001,205163,0.041926677681261,..,..,93.576,0.00849952015032448,2988531,..,..,3.5561695098877,14.6293096542358
2019,YR2019,Qatar,QAT,100,100,100,100,..,..,0.811999999999998,22795,-4.86752618623806,..,..,99.188,1.50674795331627,2784440,..,..,2.80378007888794,8.63648986816406
